seq,chapter,sentence,slen,note,noun,verb,adj,adv,con,pron,punct,dt,other,text,pos
36,1,36,41,,6,9,3,4,9,4,5,4,2,"I am about to proceed on a long and difficult voyage, the emergencies of which will demand all my fortitude:  I am required not only to raise the spirits of others, but sometimes to sustain my own, when theirs are failing.","[('I', 'PRP'), ('am', 'VBP'), ('about', 'IN'), ('to', 'TO'), ('proceed', 'VB'), ('on', 'IN'), ('a', 'DT'), ('long', 'JJ'), ('and', 'CC'), ('difficult', 'JJ'), ('voyage', 'NN'), (',', ','), ('the', 'DT'), ('emergencies', 'NNS'), ('of', 'IN'), ('which', 'WDT'), ('will', 'MD'), ('demand', 'VB'), ('all', 'DT'), ('my', 'PRP$'), ('fortitude', 'NN'), (':', ':'), ('I', 'PRP'), ('am', 'VBP'), ('required', 'VBN'), ('not', 'RB'), ('only', 'RB'), ('to', 'TO'), ('raise', 'VB'), ('the', 'DT'), ('spirits', 'NNS'), ('of', 'IN'), ('others', 'NNS'), (',', ','), ('but', 'CC'), ('sometimes', 'RB'), ('to', 'TO'), ('sustain', 'VB'), ('my', 'PRP$'), ('own', 'JJ'), (',', ','), ('when', 'WRB'), ('theirs', 'NNS'), ('are', 'VBP'), ('failing', 'VBG'), ('.', '.')]"
37,1,37,10,,3,1,1,1,2,0,1,2,0,This is the most favourable period for travelling in Russia.,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('favourable', 'JJ'), ('period', 'NN'), ('for', 'IN'), ('travelling', 'NN'), ('in', 'IN'), ('Russia', 'NNP'), ('.', '.')]"
38,1,38,26,,5,2,3,3,6,3,5,4,0,"They fly quickly over the snow in their sledges; the motion is pleasant, and, in my opinion, far more agreeable than that of an English stagecoach.","[('They', 'PRP'), ('fly', 'VBP'), ('quickly', 'RB'), ('over', 'IN'), ('the', 'DT'), ('snow', 'NN'), ('in', 'IN'), ('their', 'PRP$'), ('sledges', 'NNS'), (';', ':'), ('the', 'DT'), ('motion', 'NN'), ('is', 'VBZ'), ('pleasant', 'JJ'), (',', ','), ('and', 'CC'), (',', ','), ('in', 'IN'), ('my', 'PRP$'), ('opinion', 'NN'), (',', ','), ('far', 'RB'), ('more', 'RBR'), ('agreeable', 'JJ'), ('than', 'IN'), ('that', 'DT'), ('of', 'IN'), ('an', 'DT'), ('English', 'JJ'), ('stagecoach', 'NN'), ('.', '.')]"
39,1,39,46,,10,11,2,4,8,3,5,6,2,"The cold is not excessive, if you are wrapped in furs--a dress which I have already adopted, for there is a great difference between walking the deck and remaining seated motionless for hours, when no exercise prevents the blood from actually freezing in your veins.","[('The', 'DT'), ('cold', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('excessive', 'JJ'), (',', ','), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('wrapped', 'VBN'), ('in', 'IN'), ('furs', 'NNS'), ('--', ':'), ('a', 'DT'), ('dress', 'NN'), ('which', 'WDT'), ('I', 'PRP'), ('have', 'VBP'), ('already', 'RB'), ('adopted', 'VBN'), (',', ','), ('for', 'IN'), ('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('great', 'JJ'), ('difference', 'NN'), ('between', 'IN'), ('walking', 'VBG'), ('the', 'DT'), ('deck', 'NN'), ('and', 'CC'), ('remaining', 'VBG'), ('seated', 'VBN'), ('motionless', 'NN'), ('for', 'IN'), ('hours', 'NNS'), (',', ','), ('when', 'WRB'), ('no', 'DT'), ('exercise', 'NN'), ('prevents', 'VBZ'), ('the', 'DT'), ('blood', 'NN'), ('from', 'IN'), ('actually', 'RB'), ('freezing', 'VBG'), ('in', 'IN'), ('your', 'PRP$'), ('veins', 'NNS'), ('.', '.')]"
40,1,40,17,,7,2,0,0,4,2,3,2,0,I have no ambition to lose my life on the post-road between St. Petersburgh and Archangel.,"[('I', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('ambition', 'NN'), ('to', 'TO'), ('lose', 'VB'), ('my', 'PRP$'), ('life', 'NN'), ('on', 'IN'), ('the', 'DT'), ('post', 'NN'), ('-', ':'), ('road', 'NN'), ('between', 'IN'), ('St', 'NNP'), ('.', '.'), ('Petersburgh', 'NNP'), ('and', 'CC'), ('Archangel', 'NNP'), ('.', '.')]"
41,1,41,53,,12,10,2,1,13,4,5,7,4,"I shall depart for the latter town in a fortnight or three weeks; and my intention is to hire a ship there, which can easily be done by paying the insurance for the owner, and to engage as many sailors as I think necessary among those who are accustomed to the whale-fishing.","[('I', 'PRP'), ('shall', 'VBP'), ('depart', 'NN'), ('for', 'IN'), ('the', 'DT'), ('latter', 'NN'), ('town', 'NN'), ('in', 'IN'), ('a', 'DT'), ('fortnight', 'NN'), ('or', 'CC'), ('three', 'CD'), ('weeks', 'NNS'), (';', ':'), ('and', 'CC'), ('my', 'PRP$'), ('intention', 'NN'), ('is', 'VBZ'), ('to', 'TO'), ('hire', 'VB'), ('a', 'DT'), ('ship', 'NN'), ('there', 'EX'), (',', ','), ('which', 'WDT'), ('can', 'MD'), ('easily', 'RB'), ('be', 'VB'), ('done', 'VBN'), ('by', 'IN'), ('paying', 'NN'), ('the', 'DT'), ('insurance', 'NN'), ('for', 'IN'), ('the', 'DT'), ('owner', 'NN'), (',', ','), ('and', 'CC'), ('to', 'TO'), ('engage', 'VB'), ('as', 'IN'), ('many', 'JJ'), ('sailors', 'NNS'), ('as', 'IN'), ('I', 'PRP'), ('think', 'VBP'), ('necessary', 'JJ'), ('among', 'IN'), ('those', 'DT'), ('who', 'WP'), ('are', 'VBP'), ('accustomed', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('whale', 'NN'), ('-', ':'), ('fishing', 'VBG'), ('.', '.')]"
42,1,42,16,,2,4,0,2,4,2,2,1,1,I do not intend to sail until the month of June; and when shall I return?,"[('I', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('intend', 'VB'), ('to', 'TO'), ('sail', 'VB'), ('until', 'IN'), ('the', 'DT'), ('month', 'NN'), ('of', 'IN'), ('June', 'NNP'), (';', ':'), ('and', 'CC'), ('when', 'WRB'), ('shall', 'MD'), ('I', 'PRP'), ('return', 'VB'), ('?', '.')]"
43,1,43,9,,3,1,1,1,0,1,3,1,1,"Ah, dear sister, how can I answer this question?","[('Ah', 'NNP'), (',', ','), ('dear', 'JJ'), ('sister', 'NN'), (',', ','), ('how', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('answer', 'VB'), ('this', 'DT'), ('question', 'NN'), ('?', '.')]"
44,1,44,16,,2,3,2,1,3,3,5,0,2,"If I succeed, many, many months, perhaps years, will pass before you and I may meet.","[('If', 'IN'), ('I', 'PRP'), ('succeed', 'VBP'), (',', ','), ('many', 'JJ'), (',', ','), ('many', 'JJ'), ('months', 'NNS'), (',', ','), ('perhaps', 'RB'), ('years', 'NNS'), (',', ','), ('will', 'MD'), ('pass', 'VB'), ('before', 'IN'), ('you', 'PRP'), ('and', 'CC'), ('I', 'PRP'), ('may', 'MD'), ('meet', 'VB'), ('.', '.')]"
45,1,45,11,,0,2,0,3,2,3,3,0,1,"If I fail, you will see me again soon, or never.","[('If', 'IN'), ('I', 'PRP'), ('fail', 'VBP'), (',', ','), ('you', 'PRP'), ('will', 'MD'), ('see', 'VB'), ('me', 'PRP'), ('again', 'RB'), ('soon', 'RB'), (',', ','), ('or', 'CC'), ('never', 'RB'), ('.', '.')]"
46,1,46,5,,4,0,0,0,0,1,3,0,0,"Farewell, my dear, excellent Margaret.","[('Farewell', 'NNP'), (',', ','), ('my', 'PRP$'), ('dear', 'NN'), (',', ','), ('excellent', 'NN'), ('Margaret', 'NNP'), ('.', '.')]"
47,1,47,24,,4,2,1,3,7,5,3,1,1,"Heaven shower down blessings on you, and save me, that I may again and again testify my gratitude for all your love and kindness.","[('Heaven', 'RB'), ('shower', 'JJR'), ('down', 'IN'), ('blessings', 'NNS'), ('on', 'IN'), ('you', 'PRP'), (',', ','), ('and', 'CC'), ('save', 'VB'), ('me', 'PRP'), (',', ','), ('that', 'IN'), ('I', 'PRP'), ('may', 'MD'), ('again', 'RB'), ('and', 'CC'), ('again', 'RB'), ('testify', 'VB'), ('my', 'PRP$'), ('gratitude', 'NN'), ('for', 'IN'), ('all', 'DT'), ('your', 'PRP$'), ('love', 'NN'), ('and', 'CC'), ('kindness', 'NN'), ('.', '.')]"
48,1,48,5,,4,0,0,0,0,1,2,0,0,"Your affectionate brother,   R. Walton","[('Your', 'PRP$'), ('affectionate', 'NN'), ('brother', 'NN'), (',', ','), ('R', 'NNP'), ('.', '.'), ('Walton', 'NNP')]"
49,2,1,22,,8,3,2,3,3,1,7,1,1,"Archangel, 28th March, 17-- To Mrs. Saville, England How slowly the time passes here, encompassed as I am by frost and snow!","[('Archangel', 'NNP'), (',', ','), ('28th', 'JJ'), ('March', 'NNP'), (',', ','), ('17', 'CD'), ('--', ':'), ('To', 'NNP'), ('Mrs', 'NNP'), ('.', '.'), ('Saville', 'NNP'), (',', ','), ('England', 'NNP'), ('How', 'NNP'), ('slowly', 'RB'), ('the', 'DT'), ('time', 'NN'), ('passes', 'VBZ'), ('here', 'RB'), (',', ','), ('encompassed', 'VBN'), ('as', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('by', 'IN'), ('frost', 'JJS'), ('and', 'CC'), ('snow', 'RB'), ('!', '.')]"
50,2,2,9,,3,2,1,0,1,1,1,1,0,Yet a second step is taken towards my enterprise.,"[('Yet', 'CC'), ('a', 'DT'), ('second', 'JJ'), ('step', 'NN'), ('is', 'VBZ'), ('taken', 'VBN'), ('towards', 'NNS'), ('my', 'PRP$'), ('enterprise', 'NN'), ('.', '.')]"
51,2,3,34,,8,9,0,2,6,6,2,2,1,I have hired a vessel and am occupied in collecting my sailors; those whom I have already engaged appear to be men on whom I can depend and are certainly possessed of dauntless courage.,"[('I', 'PRP'), ('have', 'VBP'), ('hired', 'VBN'), ('a', 'DT'), ('vessel', 'NN'), ('and', 'CC'), ('am', 'NN'), ('occupied', 'VBD'), ('in', 'IN'), ('collecting', 'NN'), ('my', 'PRP$'), ('sailors', 'NNS'), (';', ':'), ('those', 'DT'), ('whom', 'WP'), ('I', 'PRP'), ('have', 'VBP'), ('already', 'RB'), ('engaged', 'VBN'), ('appear', 'NN'), ('to', 'TO'), ('be', 'VB'), ('men', 'NNS'), ('on', 'IN'), ('whom', 'WP'), ('I', 'PRP'), ('can', 'MD'), ('depend', 'VB'), ('and', 'CC'), ('are', 'VBP'), ('certainly', 'RB'), ('possessed', 'VBN'), ('of', 'IN'), ('dauntless', 'NN'), ('courage', 'NN'), ('.', '.')]"
52,2,4,67,,11,14,3,5,13,9,8,6,6,"But I have one want which I have never yet been able to satisfy, and the absence of the object of which I now feel as a most severe evil, I have no friend, Margaret:  when I am glowing with the enthusiasm of success, there will be none to participate my joy; if I am assailed by disappointment, no one will endeavour to sustain me in dejection.","[('But', 'CC'), ('I', 'PRP'), ('have', 'VBP'), ('one', 'CD'), ('want', 'JJ'), ('which', 'WDT'), ('I', 'PRP'), ('have', 'VBP'), ('never', 'RB'), ('yet', 'RB'), ('been', 'VBN'), ('able', 'JJ'), ('to', 'TO'), ('satisfy', 'VB'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('absence', 'NN'), ('of', 'IN'), ('the', 'DT'), ('object', 'NN'), ('of', 'IN'), ('which', 'WDT'), ('I', 'PRP'), ('now', 'RB'), ('feel', 'VBP'), ('as', 'IN'), ('a', 'DT'), ('most', 'RBS'), ('severe', 'JJ'), ('evil', 'NN'), (',', ','), ('I', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('friend', 'NN'), (',', ','), ('Margaret', 'NNP'), (':', ':'), ('when', 'WRB'), ('I', 'PRP'), ('am', 'VBP'), ('glowing', 'VBG'), ('with', 'IN'), ('the', 'DT'), ('enthusiasm', 'NN'), ('of', 'IN'), ('success', 'NN'), (',', ','), ('there', 'EX'), ('will', 'MD'), ('be', 'VB'), ('none', 'NN'), ('to', 'TO'), ('participate', 'VB'), ('my', 'PRP$'), ('joy', 'NN'), (';', ':'), ('if', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('assailed', 'VBN'), ('by', 'IN'), ('disappointment', 'NN'), (',', ','), ('no', 'DT'), ('one', 'PRP'), ('will', 'MD'), ('endeavour', 'VB'), ('to', 'TO'), ('sustain', 'VB'), ('me', 'PRP'), ('in', 'IN'), ('dejection', 'NN'), ('.', '.')]"
53,2,5,21,,5,4,2,0,5,3,3,2,0,"I shall commit my thoughts to paper, it is true; but that is a poor medium for the communication of feeling.","[('I', 'PRP'), ('shall', 'VBP'), ('commit', 'NN'), ('my', 'PRP$'), ('thoughts', 'NNS'), ('to', 'TO'), ('paper', 'NN'), (',', ','), ('it', 'PRP'), ('is', 'VBZ'), ('true', 'JJ'), (';', ':'), ('but', 'CC'), ('that', 'IN'), ('is', 'VBZ'), ('a', 'DT'), ('poor', 'JJ'), ('medium', 'NN'), ('for', 'IN'), ('the', 'DT'), ('communication', 'NN'), ('of', 'IN'), ('feeling', 'VBG'), ('.', '.')]"
54,2,6,18,,3,3,0,1,3,4,2,2,2,"I desire the company of a man who could sympathize with me, whose eyes would reply to mine.","[('I', 'PRP'), ('desire', 'VBP'), ('the', 'DT'), ('company', 'NN'), ('of', 'IN'), ('a', 'DT'), ('man', 'NN'), ('who', 'WP'), ('could', 'MD'), ('sympathize', 'VB'), ('with', 'IN'), ('me', 'PRP'), (',', ','), ('whose', 'WP$'), ('eyes', 'NNS'), ('would', 'MD'), ('reply', 'RB'), ('to', 'TO'), ('mine', 'VB'), ('.', '.')]"
55,2,7,17,,3,2,2,1,2,4,3,2,1,"You may deem me romantic, my dear sister, but I bitterly feel the want of a friend.","[('You', 'PRP'), ('may', 'MD'), ('deem', 'VB'), ('me', 'PRP'), ('romantic', 'JJ'), (',', ','), ('my', 'PRP$'), ('dear', 'NN'), ('sister', 'NN'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('bitterly', 'RB'), ('feel', 'VBP'), ('the', 'DT'), ('want', 'JJ'), ('of', 'IN'), ('a', 'DT'), ('friend', 'NN'), ('.', '.')]"
56,2,8,32,,3,7,3,2,8,6,5,3,0,"I have no one near me, gentle yet courageous, possessed of a cultivated as well as of a capacious mind, whose tastes are like my own, to approve or amend my plans.","[('I', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('one', 'PRP'), ('near', 'IN'), ('me', 'PRP'), (',', ','), ('gentle', 'VBP'), ('yet', 'RB'), ('courageous', 'JJ'), (',', ','), ('possessed', 'VBN'), ('of', 'IN'), ('a', 'DT'), ('cultivated', 'VBN'), ('as', 'IN'), ('well', 'RB'), ('as', 'IN'), ('of', 'IN'), ('a', 'DT'), ('capacious', 'JJ'), ('mind', 'NN'), (',', ','), ('whose', 'WP$'), ('tastes', 'NNS'), ('are', 'VBP'), ('like', 'IN'), ('my', 'PRP$'), ('own', 'JJ'), (',', ','), ('to', 'TO'), ('approve', 'VB'), ('or', 'CC'), ('amend', 'VB'), ('my', 'PRP$'), ('plans', 'NNS'), ('.', '.')]"
57,2,9,12,,4,1,1,1,1,1,1,2,1,How would such a friend repair the faults of your poor brother!,"[('How', 'WRB'), ('would', 'MD'), ('such', 'VB'), ('a', 'DT'), ('friend', 'NN'), ('repair', 'NN'), ('the', 'DT'), ('faults', 'NNS'), ('of', 'IN'), ('your', 'PRP$'), ('poor', 'JJ'), ('brother', 'NN'), ('!', '.')]"
58,2,10,11,,2,1,2,2,3,1,1,0,0,I am too ardent in execution and too impatient of difficulties.,"[('I', 'PRP'), ('am', 'VBP'), ('too', 'RB'), ('ardent', 'JJ'), ('in', 'IN'), ('execution', 'NN'), ('and', 'CC'), ('too', 'RB'), ('impatient', 'JJ'), ('of', 'IN'), ('difficulties', 'NNS'), ('.', '.')]"
59,2,11,38,,9,5,4,1,9,7,3,3,1,But it is a still greater evil to me that I am self-educated:  for the first fourteen years of my life I ran wild on a common and read nothing but our Uncle Thomas' books of voyages.,"[('But', 'CC'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('still', 'RB'), ('greater', 'JJR'), ('evil', 'NN'), ('to', 'TO'), ('me', 'PRP'), ('that', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('self', 'PRP'), ('-', ':'), ('educated', 'VBD'), (':', ':'), ('for', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('fourteen', 'NN'), ('years', 'NNS'), ('of', 'IN'), ('my', 'PRP$'), ('life', 'NN'), ('I', 'PRP'), ('ran', 'VBD'), ('wild', 'JJ'), ('on', 'IN'), ('a', 'DT'), ('common', 'JJ'), ('and', 'CC'), ('read', 'VB'), ('nothing', 'NN'), ('but', 'CC'), ('our', 'PRP$'), ('Uncle', 'NNP'), ('Thomas', 'NNP'), (""'"", 'POS'), ('books', 'NNS'), ('of', 'IN'), ('voyages', 'NNS'), ('.', '.')]"
60,2,12,54,,9,11,5,3,12,8,2,5,1,At that age I became acquainted with the celebrated poets of our own country; but it was only when it had ceased to be in my power to derive its most important benefits from such a conviction that I perceived the necessity of becoming acquainted with more languages than that of my native country.,"[('At', 'IN'), ('that', 'DT'), ('age', 'NN'), ('I', 'PRP'), ('became', 'VBD'), ('acquainted', 'VBN'), ('with', 'IN'), ('the', 'DT'), ('celebrated', 'VBN'), ('poets', 'NNS'), ('of', 'IN'), ('our', 'PRP$'), ('own', 'JJ'), ('country', 'NN'), (';', ':'), ('but', 'CC'), ('it', 'PRP'), ('was', 'VBD'), ('only', 'RB'), ('when', 'WRB'), ('it', 'PRP'), ('had', 'VBD'), ('ceased', 'VBN'), ('to', 'TO'), ('be', 'VB'), ('in', 'IN'), ('my', 'PRP$'), ('power', 'NN'), ('to', 'TO'), ('derive', 'VB'), ('its', 'PRP$'), ('most', 'RBS'), ('important', 'JJ'), ('benefits', 'NNS'), ('from', 'IN'), ('such', 'JJ'), ('a', 'DT'), ('conviction', 'NN'), ('that', 'WDT'), ('I', 'PRP'), ('perceived', 'VBD'), ('the', 'DT'), ('necessity', 'NN'), ('of', 'IN'), ('becoming', 'VBG'), ('acquainted', 'VBN'), ('with', 'IN'), ('more', 'JJR'), ('languages', 'NNS'), ('than', 'IN'), ('that', 'DT'), ('of', 'IN'), ('my', 'PRP$'), ('native', 'JJ'), ('country', 'NN'), ('.', '.')]"
61,2,13,16,,4,1,3,1,4,1,2,0,2,Now I am twenty-eight and am in reality more illiterate than many schoolboys of fifteen.,"[('Now', 'RB'), ('I', 'PRP'), ('am', 'VBP'), ('twenty', 'NN'), ('-', ':'), ('eight', 'CD'), ('and', 'CC'), ('am', 'NN'), ('in', 'IN'), ('reality', 'NN'), ('more', 'JJR'), ('illiterate', 'JJ'), ('than', 'IN'), ('many', 'JJ'), ('schoolboys', 'NNS'), ('of', 'IN'), ('fifteen', 'CD'), ('.', '.')]"
62,2,14,54,,7,11,3,6,13,11,6,2,1,"It is true that I have thought more and that my daydreams are more extended and magnificent, but they want (as the painters call it) KEEPING; and I greatly need a friend who would have sense enough not to despise me as romantic, and affection enough for me to endeavour to regulate my mind.","[('It', 'PRP'), ('is', 'VBZ'), ('true', 'JJ'), ('that', 'IN'), ('I', 'PRP'), ('have', 'VBP'), ('thought', 'VBN'), ('more', 'RBR'), ('and', 'CC'), ('that', 'IN'), ('my', 'PRP$'), ('daydreams', 'NNS'), ('are', 'VBP'), ('more', 'RBR'), ('extended', 'JJ'), ('and', 'CC'), ('magnificent', 'NN'), (',', ','), ('but', 'CC'), ('they', 'PRP'), ('want', 'VBP'), ('(', ':'), ('as', 'IN'), ('the', 'DT'), ('painters', 'NNS'), ('call', 'VBP'), ('it', 'PRP'), (')', ':'), ('KEEPING', 'VBG'), (';', ':'), ('and', 'CC'), ('I', 'PRP'), ('greatly', 'RB'), ('need', 'VBP'), ('a', 'DT'), ('friend', 'NN'), ('who', 'WP'), ('would', 'MD'), ('have', 'VB'), ('sense', 'NN'), ('enough', 'RB'), ('not', 'RB'), ('to', 'TO'), ('despise', 'VB'), ('me', 'PRP'), ('as', 'IN'), ('romantic', 'JJ'), (',', ','), ('and', 'CC'), ('affection', 'NN'), ('enough', 'RB'), ('for', 'IN'), ('me', 'PRP'), ('to', 'TO'), ('endeavour', 'PRP$'), ('to', 'TO'), ('regulate', 'VB'), ('my', 'PRP$'), ('mind', 'NN'), ('.', '.')]"
63,2,15,24,,7,2,2,3,5,1,5,3,1,"Well, these are useless complaints; I shall certainly find no friend on the wide ocean, nor even here in Archangel, among merchants and seamen.","[('Well', 'NNP'), (',', ','), ('these', 'DT'), ('are', 'VBP'), ('useless', 'JJ'), ('complaints', 'NNS'), (';', ':'), ('I', 'PRP'), ('shall', 'MD'), ('certainly', 'RB'), ('find', 'VB'), ('no', 'DT'), ('friend', 'NN'), ('on', 'IN'), ('the', 'DT'), ('wide', 'JJ'), ('ocean', 'NN'), (',', ','), ('nor', 'CC'), ('even', 'RB'), ('here', 'RB'), ('in', 'IN'), ('Archangel', 'NNP'), (',', ','), ('among', 'IN'), ('merchants', 'NNS'), ('and', 'CC'), ('seamen', 'NNS'), ('.', '.')]"
64,2,16,16,,5,1,2,1,4,0,3,3,0,"Yet some feelings, unallied to the dross of human nature, beat even in these rugged bosoms.","[('Yet', 'CC'), ('some', 'DT'), ('feelings', 'NNS'), (',', ','), ('unallied', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('dross', 'NN'), ('of', 'IN'), ('human', 'JJ'), ('nature', 'NN'), (',', ','), ('beat', 'NN'), ('even', 'RB'), ('in', 'IN'), ('these', 'DT'), ('rugged', 'JJ'), ('bosoms', 'NNS'), ('.', '.')]"
65,2,17,31,,8,4,3,3,8,4,7,1,0,"My lieutenant, for instance, is a man of wonderful courage and enterprise; he is madly desirous of glory, or rather, to word my phrase more characteristically, of advancement in his profession.","[('My', 'PRP$'), ('lieutenant', 'NN'), (',', ','), ('for', 'IN'), ('instance', 'NN'), (',', ','), ('is', 'VBZ'), ('a', 'DT'), ('man', 'NN'), ('of', 'IN'), ('wonderful', 'JJ'), ('courage', 'NN'), ('and', 'CC'), ('enterprise', 'VB'), (';', ':'), ('he', 'PRP'), ('is', 'VBZ'), ('madly', 'RB'), ('desirous', 'JJ'), ('of', 'IN'), ('glory', 'NN'), (',', ','), ('or', 'CC'), ('rather', 'RB'), (',', ','), ('to', 'TO'), ('word', 'VB'), ('my', 'PRP$'), ('phrase', 'NN'), ('more', 'JJR'), ('characteristically', 'RB'), (',', ','), ('of', 'IN'), ('advancement', 'NN'), ('in', 'IN'), ('his', 'PRP$'), ('profession', 'NN'), ('.', '.')]"
66,2,18,24,,6,3,3,0,7,1,4,4,0,"He is an Englishman, and in the midst of national and professional prejudices, unsoftened by cultivation, retains some of the noblest endowments of humanity.","[('He', 'PRP'), ('is', 'VBZ'), ('an', 'DT'), ('Englishman', 'NNP'), (',', ','), ('and', 'CC'), ('in', 'IN'), ('the', 'DT'), ('midst', 'NN'), ('of', 'IN'), ('national', 'JJ'), ('and', 'CC'), ('professional', 'JJ'), ('prejudices', 'NNS'), (',', ','), ('unsoftened', 'VBD'), ('by', 'IN'), ('cultivation', 'NN'), (',', ','), ('retains', 'VBZ'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('noblest', 'JJS'), ('endowments', 'NNS'), ('of', 'IN'), ('humanity', 'NN'), ('.', '.')]"
67,2,19,28,,5,8,0,1,6,6,3,2,0,"I first became acquainted with him on board a whale vessel; finding that he was unemployed in this city, I easily engaged him to assist in my enterprise.","[('I', 'PRP'), ('first', 'VBP'), ('became', 'VBD'), ('acquainted', 'VBN'), ('with', 'IN'), ('him', 'PRP'), ('on', 'IN'), ('board', 'NN'), ('a', 'DT'), ('whale', 'NN'), ('vessel', 'NN'), (';', ':'), ('finding', 'VBG'), ('that', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('unemployed', 'VBN'), ('in', 'IN'), ('this', 'DT'), ('city', 'NN'), (',', ','), ('I', 'PRP'), ('easily', 'RB'), ('engaged', 'VBD'), ('him', 'PRP'), ('to', 'TO'), ('assist', 'VB'), ('in', 'IN'), ('my', 'PRP$'), ('enterprise', 'NN'), ('.', '.')]"
68,2,20,24,,8,2,1,0,6,2,1,5,0,The master is a person of an excellent disposition and is remarkable in the ship for his gentleness and the mildness of his discipline.,"[('The', 'DT'), ('master', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('person', 'NN'), ('of', 'IN'), ('an', 'DT'), ('excellent', 'NN'), ('disposition', 'NN'), ('and', 'CC'), ('is', 'VBZ'), ('remarkable', 'JJ'), ('in', 'IN'), ('the', 'DT'), ('ship', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('gentleness', 'NN'), ('and', 'CC'), ('the', 'DT'), ('mildness', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('discipline', 'NN'), ('.', '.')]"
69,2,21,18,,6,3,1,1,3,3,4,1,0,"This circumstance, added to his well-known integrity and dauntless courage, made me very desirous to engage him.","[('This', 'DT'), ('circumstance', 'NN'), (',', ','), ('added', 'VBD'), ('to', 'TO'), ('his', 'PRP$'), ('well', 'NN'), ('-', ':'), ('known', 'VBN'), ('integrity', 'NN'), ('and', 'CC'), ('dauntless', 'NN'), ('courage', 'NN'), (',', ','), ('made', 'VBN'), ('me', 'PRP'), ('very', 'RB'), ('desirous', 'JJ'), ('to', 'TO'), ('engage', 'NN'), ('him', 'PRP'), ('.', '.')]"
